Trading Name,Trading Code,RIC,Mkt Cap ($M),Tot. Rev ($M),P/E,Yield (%),Sector,GTI Score
KepPacOakReitUSD,CMOU,KPEL.SI,699.496,139.59,12.34,8.42,Real Estate,91.5
Keppel Corp,BN4,KPLM.SI,9885.629,6574.342,,1.84,Consumer Goods Conglomerates,122
Keppel DC Reit,AJBU,KEPE.SI,4394.01,265.571,26.12,3.07,Real Estate,88.3
Keppel Reit,K71U,KASA.SI,4468.652,170.223,,,Real Estate,81.9
Khong Guan,K03,KHON.SI,38.203,63.861,32.34,1.35,Food & Beverages,55
KimHeng Offshore,5G2,KIMH.SI,26.98,37.643,,,Energy - Fossil Fuels,65
Kimly,1D0,KIML.SI,371.314,210.773,14.24,3.61,Cyclical Consumer Services,67
King Wan,554,KIWC.SI,11.523,,,,Industrial & Commercial Services,71
KingsmenCreative,5MZ,KMEN.SI,62.604,286.958,,,Industrial & Commercial Services,54
Kitchen Culture,5TI,KCHL.SI,36.521,12.743,,,Retailers,71
Koda,BJZ,KODA.SI,50.607,87.59,7.44,1.64,Cyclical Consumer Products,92
Koh Bros,K75,KBRO.SI,78.402,243.066,,,Industrial & Commercial Services,60
Koh Eco,5HV,KBEE.SI,135.925,182.264,,,Industrial & Commercial Services,55
Koon,5DL,KOON.SI,11.19,89.27,,,Industrial & Commercial Services,
KOP,5I1,KOPL.SI,44.318,8.824,,,Cyclical Consumer Services,86
Kori,5VC,KORI.SI,15.475,14.74,35.14,,Industrial & Commercial Services,74
Koufu,VL6,KOUF.SI,377.511,192.375,38.18,1.76,Cyclical Consumer Services,74
Koyo Intl,5OC,KOYO.SI,11.767,,,1.67,Industrial & Commercial Services,55
KrisEnergy,SK3,KRIS.SI,45.224,60.559,,,Energy - Fossil Fuels,78
KS Energy,578,KSTL.SI,17.148,39.982,,,Energy - Fossil Fuels,49
KSH,ER0,KSHH.SI,216.5,134.064,348.62,5.79,Industrial & Commercial Services,74
KTL Global,EB7,KTLG.SI,23.675,3.975,,,Cyclical Consumer Services,57
KTMG,XCF,KTMG.SI,33.936,70.996,10.9,,Cyclical Consumer Products,55
Lasseters Intl,5EL,LASS.SI,18.939,37.708,,,Cyclical Consumer Services,54
Leader Env,LS9,LETL.SI,195.102,2.811,,,Industrial & Commercial Services,52
Lendlease Reit,JYEU,LEND.SI,944.797,75.737,33.13,4.6,Real Estate,
Ley Choon,Q0X,LEYC.SI,18.957,74.245,,,Industrial & Commercial Services,84
LHN,41O,LHNL.SI,77.27,134.213,3.2,6.51,Real Estate,76
LHT,BEI,LHTH.SI,34.609,,,4.62,Applied Resources,80
Lian Beng,L03,LIBG.SI,272.826,442.103,9.31,1.94,Industrial & Commercial Services,65
Libra,5TR,LIGL.SI,7.592,37.191,,,Industrial & Commercial Services,70
LifeBrandz,1D3,LIFE.SI,11.332,0.719,,,Cyclical Consumer Services,55
Lion Asiapac,BAZ,LIAS.SI,38.93,16.655,52.46,,Mineral Resources,56
Lippo Malls Tr,D5IU,LMRT.SI,537.134,148.535,,4.9,Real Estate,90.5
Livingstone,PRH,LIVI.SI,64.769,0.343,,,Healthcare Services,
Lonza,O6Z,LONN.S,41583.352,4508,57.13,0.54,Pharmaceuticals & Medical Research,
Lorenzo Intl,5IE,LRZI.SI,6.622,24.645,,,Retailers,50
Low Keng Huat,F1E,LKH.SI,369.408,52.324,5.78,5,Industrial & Commercial Services,65
Lum Chang,L19,LUCS.SI,152.087,265.843,,4.43,Industrial & Commercial Services,65
Lung Kee Bermuda,L09,0255.HK,2217.187,2064.882,12.24,7.98,Industrial Goods,
Luxking,BKK,LUKG.SI,3.796,85.893,2.69,,Chemicals,59
LY Corp,1H8,LYCO.SI,85.573,80.981,36.91,0.47,Cyclical Consumer Products,74
M Development,N14,MDVT.SI,3.769,0.04,,,Mineral Resources,25
Magnus Energy,41S,MAGN.SI,12.672,12.665,,,Energy - Fossil Fuels,58
Man Oriental USD,M04,MOIL.SI,2336.974,183.7,,1.62,Cyclical Consumer Services,
Manhattan Res,L02,MANH.SI,134.393,9.182,6.34,,Utilities,51
ManulifeReit USD,BTOU,MANU.SI,1169.871,194.312,,7.67,Real Estate,93.8
Mapletree Com Tr,N2IU,MACT.SI,7063.515,477.327,282.49,2.98,Real Estate,67.7
Mapletree Ind Tr,ME8U,MAPI.SI,6559.731,427.942,16.49,3.67,Real Estate,81.2
Mapletree Log Tr,M44U,MAPL.SI,8480.747,532.184,19.93,3.89,Real Estate,85.2
Mapletree NAC Tr,RW0U,MAPE.SI,3709.084,334.183,,5.66,Real Estate,90.2
MarcoPolo Marine,5LY,MAPM.SI,70.536,30.849,,,Transportation,42
Maruwa Yen1k,M12,5344.T,145742.156,40990.277,21.1,0.46,Technology Equipment,
Mary Chia,5OX,MARY.SI,32.016,6.786,,,Personal & Household Products & Services,65
Matex Intl,M15,MATE.SI,10.286,,,,Chemicals,75
Maxi-Cash Fin,5UF,MAXI.SI,188.416,,,18.96,Banking & Investment Services,71
MC Payment,TVV,MCPA.SI,102.093,,,,Industrial & Commercial Services,
MDR Limited,Y3D,MDRT.SI,75.287,192.797,,3.73,Retailers,
Medi Lifestyle,5TN,MEDL.SI,14.353,0.201,,,Healthcare Services,79
Medinex,OTX,MEDN.SI,26.898,,,4.1,Industrial & Commercial Services,84
Medtecs Intl,546,MTCS.SI,565.851,534.116,3.22,6.48,Healthcare Services,55
MegaChem,5DS,MEGA.SI,59.985,105.239,11.7,3.33,Chemicals,83
MeGroup,SJY,MEGR.SI,20.313,61.19,2283.92,0.33,Automobiles & Auto Parts,68
Memiontec,SYM,MEMI.SI,44.051,34.606,33.22,0.93,Utilities,
Memories,1H4,MEMO.SI,12.051,12.686,,,Cyclical Consumer Services,
Mencast,5NF,MCHL.SI,12.806,46.872,2.1,,Energy - Fossil Fuels,61
Mercurius,5RF,MERC.SI,77.842,0,,,Real Estate,51
Mermaid Maritime,DU4,MMPC.SI,96.099,111.778,,,Energy - Fossil Fuels,83
Metal Component,5DX,META.SI,12.346,,,,Mineral Resources,56
Metech Intl,V3M,METE.SI,8.003,2.548,,,Industrial & Commercial Services,39
Metro,M01,MTHL.SI,652.766,118.25,20.93,2.55,Retailers,75
Mewah Intl,MV4,MEWI.SI,645.239,,,1.74,Food & Beverages,78
MFG Integration,M11,MITD.SI,14.647,10.004,,308.2,Technology Equipment,74
Micro-Mechanics,5DD,MMEC.SI,476.879,69.484,28.2,3.21,Technology Equipment,110
Midas,5EN,MIDA.SI,359.356,,,,Mineral Resources,9
MindChamps,CNE,MIND.SI,71.272,51.8,22.47,,Personal & Household Products & Services,74
Mirach Energy,AWO,MIEL.SI,1.621,0.866,,,Food & Beverages,50
Miyoshi,M03,MIYO.SI,22.056,43.3,,,Technology Equipment,90
MM2 Asia,1B0,MM2A.SI,139.537,138.25,,,Cyclical Consumer Services,79
MoneyMax Fin,5WJ,MFSL.SI,95.526,197.147,4.69,4.37,Retailers,65
Moya Asia,5WE,MOYA.SI,290.047,240.123,8.29,,Industrial & Commercial Services,78
MS Hldgs,40U,MSHO.SI,6.3,10.442,,,Industrial & Commercial Services,62
MSC,NPW,MSCB.KL,892,813.359,55.39,0.9,Mineral Resources,
MSM Intl,5QR,MSML.SI,2.95,21.541,,,Industrial Goods,57
MTQ,M05,MTLS.SI,49.757,65.875,5.41,3.26,Energy - Fossil Fuels,72
Multi-Chem,AWZ,MCHE.SI,136.944,479.714,7.7,4.34,Technology Equipment,73
Mun Siong Engg,MF6,MSEL.SI,28.496,46.929,,0.82,Industrial & Commercial Services,76
Murata Yen1k,PJX,,,,,,,
MYP,F86,MYPL.SI,151.285,21.664,791.67,,Real Estate,67
Nam Cheong,N4E,NMCG.SI,31.284,120.446,,,Industrial Goods,66
Nam Lee Metal,G0I,NLPM.SI,80.436,118.583,12.53,3.03,Cyclical Consumer Products,45
Nanofilm,MZH,NANO.SI,3420.607,,,,Chemicals,
Natural Cool,5IF,NCHL.SI,10.519,,,3.57,Industrial & Commercial Services,81
NauticAWT,42D,NAUT.SI,13.5,7.912,,,Cyclical Consumer Services,54
Neo,5UJ,NEOG.SI,89.147,182.82,5.06,1.93,Cyclical Consumer Services,82
NeraTel,N01,NERA.SI,72.379,131.118,19.25,2.5,Technology Equipment,88
Net Pacific Fin,5QY,NPFH.SI,12.608,,,,Banking & Investment Services,55
NetLink NBN Tr,CJLU,NETL.SI,3721.607,365.544,47.25,5.3,Telecommunications Services,98.9
New Silkroutes,BMT,NEWS.SI,36.446,246.286,,,Healthcare Services,52
New Toyo,N08,NTYO.SI,90.082,242.894,11.86,5.12,Applied Resources,79
New Wave,5FX,NEWW.SI,13.82,14.607,,,Mineral Resources,61
NGSC,B07,NGSC.SI,6.449,0,,,Telecommunications Services,40
Nico Steel,5GF,NICO.SI,4.962,20.158,,,Mineral Resources,63
Nippecraft,N32,NIPP.SI,12.649,,,,Applied Resources,70
No Signboard,1G6,NOSI.SI,14.797,10.105,,,Cyclical Consumer Services,58
Noble,CGP,NOBG.SI,50.395,4684.464,,,Industrial & Commercial Services,8
Noel Gifts Intl,543,NOEL.SI,18.446,18.421,10.04,1.11,Retailers,55
Nomura Yen1k,N33,8604.T,1881933.375,1759012,6.69,4.3,Banking & Investment Services,
Nordic,MR7,NRGL.SI,102,80.794,18.15,2.15,Industrial & Commercial Services,78
NSL,N02,NATS.SI,351.145,247.106,,5.32,Mineral Resources,48
Ntegrator Intl,5HC,NTOR.SI,17.05,23.102,,,Software & IT Services,58
NutryFarm,AZT,NUTR.SI,46.142,7.583,,,Software & IT Services,50
OCBC Bank,O39,OCBC.SI,53490.926,9143,14.93,2.66,Banking & Investment Services,114
Ocean Sky Intl,1B6,OCEA.SI,21.529,23.954,,,Industrial & Commercial Services,66
Oceanus,579,OCGL.SI,996.174,91.622,113.91,,Food & Beverages,52
OEL,584,OELH.SI,14.007,0.683,,,Real Estate,63
OIO,KUX,OIOH.SI,23.616,1.468,,,Industrial & Commercial Services,
OKH Global,S3N,OKHG.SI,22.573,15.138,,,Industrial & Commercial Services,62
OKP,5CF,OKPH.SI,58.602,69.627,17.74,3.68,Industrial & Commercial Services,75
Olam Intl,O32,OLAM.SI,5658.862,35820.043,29.7,4.34,Food & Beverages,95
Old Chang Kee,5ML,OCKL.SI,83.749,81.605,15.43,1.45,Cyclical Consumer Services,74
Olive Tree,1H2,OLIV.SI,7.367,3.804,,,Real Estate,61
OneApex,5SY,ONEA.SI,12.675,1.142,,,Real Estate,57
Ossia Intl,O08,OSSA.SI,29.052,24.59,10.83,7.83,Retailers,35
OUE,LJ3,OVES.SI,1455.951,530.455,,0.65,Real Estate,64
OUE Com Reit,TS0U,OUEC.SI,2200.849,292.007,,5.15,Real Estate,92.9
OUE Lippo HC,5WA,OUEL.SI,182.168,19.98,,,Healthcare Services,79
Ouhua Energy,AJ2,OUEH.SI,17.635,,,,Energy - Fossil Fuels,44
Overseas Edu,RQ1,OVER.SI,128.763,79.055,12.51,7.42,Academic & Educational Services,64
Oxley,5UX,OXHL.SI,1151.283,1384.268,,1.85,Real Estate,65
P5 Capital,5AI,P5CA.SI,26.202,4.958,,,Cyclical Consumer Products,48
Pacific Andes,P11,PACF.SI,180.162,1107.2,,,Food & Beverages,50
Pacific Century,P15,PCEN.SI,1020.15,23.6,,7.71,Holding Companies,69
Pacific Radiance,T8V,PACI.SI,74.079,84.748,,,Energy - Fossil Fuels,71
Pacific Star Dev,1C5,PACS.SI,21.6,3.984,,,Real Estate,63
Pan Asian,5EW,PANA.SI,8.354,22.927,,4.62,Utilities,47
Pan Hong,P36,PANH.SI,77.843,249.598,1.65,10,Real Estate,60
Pan Ocean,AZY,PANOx.SI,4050.006,2984.066,25.12,0.98,Transportation,27
PanUnited,P52,PANU.SI,235.169,405.024,223.33,2.39,Mineral Resources,61
Parkson Retail,O9E,PRAL.SI,8.805,198.051,,,Retailers,79
ParkwayLife Reit,C2PU,PWLR.SI,2486.56,120.892,28.51,,Real Estate,80.3
Pavillon,596,PAVI.SI,11.245,,,,Cyclical Consumer Services,42
PEC,IX2,PECL.SI,125.3,378.448,,1.02,Energy - Fossil Fuels,58
Penguin Intl,BTM,PGUN.SI,143.11,119.417,10.84,2.69,Transportation,84
Pharmesis Intl,BFK,PHAR.SI,4.946,9.64,,,Pharmaceuticals & Medical Research,45
Pine Cap,ADJ,PINC.SI,6.461,0.63,,,Banking & Investment Services,11
Plastoform,AYD,PFML.SI,0.507,0.775,,,Technology Equipment,41
PlatoCapital,YYN,PLAT.SI,9.248,,,,Software & IT Services,
PNE Industries,BDA,PNEI.SI,79.302,85.844,12.8,5.29,Industrial Goods,36
Polaris,5BI,POLA.SI,68.213,32.91,400,,Retailers,58
Pollux Prop,5AE,PLPS.SI,132.454,,,,Real Estate,55
Powermatic Data,BCY,PMDS.SI,92.371,22.53,11.71,,Technology Equipment,52
Prime US ReitUSD,OXMU,PRIE.SI,911.975,143.557,38.36,8.07,Real Estate,83.4
Procurri,BVQ,PROC.SI,107.397,233.467,39.5,,Software & IT Services,59
Progen,583,POGN.SI,17.183,,,,Industrial & Commercial Services,60
PropNex,OYY,PROP.SI,377.4,515.634,12.97,5.39,Real Estate,72
Prudential USD,K6S,PRU.L,40478.488,40472.398,26.25,0.76,Insurance,
PSL,BLL,PSLL.SI,8.242,7.851,,,Industrial & Commercial Services,61
Q&M Dental,QC7,QMDT.SI,507.079,137.62,25.17,1.43,Healthcare Services,73
QAF,Q01,QAFS.SI,592.526,561.785,14.09,4.85,Food & Beverages,75
Qian Hu,BCV,QIAN.SI,23.841,75.233,,0.95,Food & Beverages,103
QT Vascular,5I0,QTVA.SI,13.436,,,,Healthcare Services,59
Raffles Edu,NR7,RLSE.SI,228.976,96.785,18.69,,Academic & Educational Services,38
Raffles Infrastructure,LUY,RAFL.SI,18.353,42.598,2.54,,Industrial & Commercial Services,56
Raffles Medical,BSL,RAFG.SI,2165.763,568.203,32.49,2.16,Healthcare Services,66
RE&S Hldg,1G1,RESH.SI,56.286,108.191,9.34,3.14,Cyclical Consumer Services,73
Reclaims Global,NEX,RECL.SI,31.44,24.722,14.49,1.58,Industrial & Commercial Services,75
Reenova Investment,5EC,REEN.SI,20.233,0,,,Banking & Investment Services,66
Regal Intl,UV1,REGI.SI,25.857,26.581,24.44,,Real Estate,49
Renaissance United,I11,RENA.SI,12.362,66.767,7.41,,Utilities,64
Resources Gbl,QSD,RESU.SI,18.9,,,,Energy - Fossil Fuels,
Resources Prima,5MM,RESO.SI,46.254,0,,,Energy - Fossil Fuels,61
Revez,RCU,REVE.SI,42.712,6.623,432.2,,Software & IT Services,
Rex Intl,5WH,REXI.SI,240.72,62.259,,,Energy - Fossil Fuels,88
RH PetroGas,T13,RHPG.SI,17.621,,,,Energy - Fossil Fuels,71
RHT HealthTrust,RF1U,RHTH.SI,15.286,0,,,Real Estate,46.2
Rich Capital,5G4,RICH.SI,21.54,0,,,Mineral Resources,56
Riverstone,AP4,RVHL.SI,2048.517,592.005,9.76,4.28,Healthcare Services,73
Roxy-Pacific,E8Z,RXYP.SI,479.21,198.431,,2.99,Real Estate,88
Ryobi Kiso,BDN,RKHL.SI,38.524,146.908,,,Industrial & Commercial Services,66
Sabana Reit,M1GU,SABA.SI,442.295,71.701,,5.45,Real Estate,71.5
Sakae,5DO,SAKA.SI,20.448,23.88,12.85,,Cyclical Consumer Services,46
Samko Timber,E6R,SAMT.SI,86.084,,,,Applied Resources,67
SamuderaShipping,S56,SAMU.SI,167.118,,,2.42,Transportation,76
Samurai,1C3,SAMR.SI,102.194,25.48,33.07,1.61,Chemicals,75
Sanli Env,1E3,SANL.SI,15.582,65.856,40.85,1.03,Industrial & Commercial Services,79
Santak,580,SATK.SI,6.455,12.634,,,Industrial Goods,49
Sapphire,BRD,SAPP.SI,42.805,225.697,5.42,,Industrial & Commercial Services,64
Sarine Tech,U77,SARI.SI,212.187,54.66,66.52,0.89,Industrial Goods,53
Sasseur Reit,CRPU,SASS.SI,1100.565,125.248,23.23,8.51,Real Estate,83.7
SATS,S58,SATS.SI,4822.202,1419.216,,1.4,Transportation,131
SBI Offshore,5PL,SBIO.SI,9.487,0,,,Energy - Fossil Fuels,68
SBS Transit,S61,SBVV.SI,994.849,1230.947,12.6,1.97,Transportation,106
Second Chance,528,SECD.SI,203.015,26.851,34.44,1.67,Retailers,66
Secura,43B,SECU.SI,36,33.916,12.1,4.44,Industrial & Commercial Services,59
Sembcorp Ind,U96,SCIL.SI,3467.843,5447,24.75,2.06,Utilities,118
Sembcorp Marine,S51,SCMN.SI,2573.907,1510.28,,,Industrial Goods,94
Sen Yue,5BS,SENY.SI,21.654,,,,Mineral Resources,58
Serial System,S69,SERL.SI,80.609,975.834,222.34,1.24,Industrial Goods,84
Seroja Inv,IW5,SERO.SI,30.838,0,,,Transportation,56
SEVAK,BAI,SEVA.SI,33.192,264.036,,,Telecommunications Services,65
SGX,S68,SGXL.SI,11091.499,1095.005,22.33,3.04,Banking & Investment Services,121
Shanghai Turbo,AWM,SHTU.SI,17.858,7.013,,,Industrial Goods,49
Shangri-La HKD,S07,0069.HK,26797.32,8030.999,,,Cyclical Consumer Services,
Shen Yao,A78,SHEY.SI,163.531,87.18,17.86,,Mineral Resources,45
Sheng Siong,OV8,SHEN.SI,2330.482,1393.998,16.81,4.19,Food & Drug Retailing,67
Shinvest,BJW,SHIN.SI,71.773,12.569,2.07,1.25,Industrial Goods,42
Shopper360,1F0,SHOP.SI,11.665,49.002,12.57,,Cyclical Consumer Services,72
SHS,566,SEEH.SI,114.413,35.146,,,Industrial & Commercial Services,61
SIA,C6L,SIAL.SI,16078.735,9285.8,,1.04,Transportation,94
SIA Engineering,S59,SIAE.SI,2652.915,704.446,30.42,3.39,Transportation,97
SIIC Environment,BHK,SIIC.SI,540.99,1279.287,4.21,4.76,Utilities,66
Silkroad Nickel,STP,SILK.SI,111.008,0.634,,,Mineral Resources,74
Silverlake Axis,5CP,SLVX.SI,673.904,199.478,13.17,3.72,Software & IT Services,79
Sim Leisure,URR,SIMI.SI,30.996,3.185,11.27,,Cyclical Consumer Services,71
Sin Ghee Huat,B7K,SGHC.SI,39.96,29.335,,,Mineral Resources,55
Sin Heng Mach,BKA,SIHM.SI,43.083,53.356,35.75,1.33,Industrial Goods,64
Sinarmas Land,A26,SINA.SI,1364.796,910.476,12.5,0.3,Real Estate,84
Sincap,5UN,SINC.SI,10.208,5.024,,,Energy - Fossil Fuels,39
Sing Inv & Fin,S35,SINV.SI,228.558,83.313,11.66,2.48,Banking & Investment Services,97
Sing Paincare,FRQ,SINR.SI,35.565,,,3.54,Healthcare Services,
Singapore O&G,1D8,SINP.SI,128.917,39.889,13.57,6.3,Healthcare Services,94
SingaporeKitchen,5WG,SING.SI,10.85,22.211,86.42,,Cyclical Consumer Products,75
SingHaiyi,5H0,SIHL.SI,300.766,94.788,887.5,,Real Estate,73
SingHoldings,5IC,SHDS.SI,160.398,173.102,9.69,2.5,Real Estate,73
SingMedical,5OT,SMGL.SI,166.642,87.34,19.09,1.16,Healthcare Services,65
SingMyanmar,Y45,SINO.SI,4.822,13.594,,,Transportation,62
SingPost,S08,SPOS.SI,1729.068,1375.916,47.86,2.89,Transportation,111
SingReinsurance,S49,SPRS.SI,208.711,134.227,40.84,2,Insurance,67
SingShipping,S19,SSHP.SI,107.989,59.763,7.9,3.7,Industrial Goods,73
Singtel,Z74,STEL.SI,42112.32,15702.1,25,4.14,Telecommunications Services,128
Singtel 10,Z77,,,,,,,
Sinjia Land,5HH,SINJ.SI,4.609,,,,Cyclical Consumer Services,73
Sino Grandness,T4B,SOGF.SI,22.992,600.46,0.46,,Food & Beverages,42
SinoCloud,5EK,SINL.SI,15.869,3.546,,,Software & IT Services,49
Sinopipe,X06,SPHL.SI,39.381,0,,,Cyclical Consumer Products,36
Sinostar Pec,C9Q,SNSR.SI,109.46,651.178,3.37,,Energy - Fossil Fuels,68
Sitra,5LE,SITR.SI,18.424,,,,Applied Resources,59
SLB Dev,1J0,SLBD.SI,104.082,45.362,9.58,,Real Estate,61
Soilbuild Const,S7P,SOIL.SI,48.792,148.937,,8.62,Industrial & Commercial Services,72
Soon Lian,5MD,SNLN.SI,8.64,,,,Mineral Resources,66
Soup Restaurant,5KI,SRGL.SI,28.955,31.108,36.74,2.06,Cyclical Consumer Services,66
Southern Pkg,BQP,SOUT.SI,35.166,,,0.5,Applied Resources,71
SouthernAlliance,QNS,SOUH.SI,295.751,,,0.99,Mineral Resources,
SP Corp,AWE,SPPS.SI,22.463,29.432,16.1,,Industrial & Commercial Services,80
Spackman,40E,SPAC.SI,11.694,,,,Cyclical Consumer Services,78
SPH,T39,SPRM.SI,3169.285,811.363,,2.02,Cyclical Consumer Services,112
SPHREIT,SK6U,SPHR.SI,2473.129,248.016,,3.3,Real Estate,78.6
Spindex Ind,564,SNEX.SI,138.438,167.773,8.92,2.33,Industrial Goods,53
Spura Finance,S23,SBDS.SI,139.644,31.438,29.29,1.7,Banking & Investment Services,88
Sri Trang Agro,NC2,STA.BK,71808,75478.742,7.53,4.81,Automobiles & Auto Parts,61
ST Engineering,S63,STEG.SI,12427.531,7158.286,23.92,3.77,Industrial Goods,97
ST Group Food,DRX,STGR.SI,31.416,37.147,,1.21,Cyclical Consumer Services,53
Stamford Land,H07,SFLD.SI,336.674,140.262,29.25,1.16,Cyclical Consumer Services,78
Stamford Tyres,S29,STAS.SI,45.578,187.385,,2.6,Automobiles & Auto Parts,76
Starburst,40D,STAB.SI,54.487,,,4.76,Industrial & Commercial Services,55
StarhillGbl Reit,P40U,STHL.SI,1249.01,172.475,,3.82,Real Estate,78
StarHub,CC3,STAR.SI,2372.362,2028.8,16.1,3.65,Telecommunications Services,93
Starland,5UA,STHO.SI,12.449,,,34.88,Real Estate,69
Straco,S85,STRA.SI,499.635,29.557,,1.74,Cyclical Consumer Services,54
Straits Trading,S20,STCM.SI,1179.397,386.687,22.85,2.08,Mineral Resources,65
SunMoonFood,AAJ,SMFC.SI,24.324,26.117,,,Food & Beverages,55
Sunningdale Tech,BHQ,SUND.SI,320.004,653.492,10.18,4.12,Consumer Goods Conglomerates,77
Sunpower,5GD,SUNP.SI,712.271,830.522,,0.28,Industrial Goods,47
Sunright,S71,SNRT.SI,57.105,108.944,20.76,0.65,Technology Equipment,51
Sunrise Shares,581,SUNR.SI,8.373,,,,Real Estate,74
Suntar Eco-City,BKZ,SECL.SI,43.94,4.543,433.66,,Pharmaceuticals & Medical Research,35
Suntec Reit,T82U,SUNT.SI,4455.146,315.39,,4.07,Real Estate,85.3
SUTL Enterprise,BHU,SUTL.SI,43.23,16.149,13.56,4,Cyclical Consumer Services,68
Swiber,BGK,SWBR.SI,49.52,1146.657,,,Energy - Fossil Fuels,35
Swing Media Tech,BEV,SWMT.SI,25.261,195.278,,,Technology Equipment,50
Swissco Hldg,ADP,SWCO.SI,35.507,47.192,,,Energy - Fossil Fuels,22
Sysma,5UO,SYSM.SI,33.93,40.594,13.74,7.69,Industrial & Commercial Services,54
TA,PA3,TACO.SI,40.927,161.984,,,Real Estate,64
Tai Sin Electric,500,TAIS.SI,162.046,246.015,8.17,4.29,Industrial Goods,60
TalkMed,5G3,TALK.SI,567.609,62.136,25.01,3.14,Healthcare Services,69
Tat Seng Pkg,T12,TASE.SI,126.546,,,2.48,Applied Resources,45
TCIL HK$,T15,0693.HK,4107.15,12319.495,431.29,1.96,Retailers,
Tech Oil & Gas,5CQ,TECH.SI,16.465,65.026,,,Energy - Fossil Fuels,24
TEE Intl,M1Z,TEEI.SI,27.871,224.553,,,Industrial & Commercial Services,69
Teho Intl,5OQ,TEHO.SI,10.123,63.714,4.39,,Industrial Goods,64
TeleChoice Intl,T41,TCIN.SI,81.342,213.474,,2.79,Technology Equipment,66
ThaiBev,Y92,TBEV.SI,18682.092,10669.741,19.27,2.46,Food & Beverages,64
Thakral,AWI,THAK.SI,59.542,90.121,9.12,6.59,Real Estate,84
The Place Hldg,E27,THEP.SI,858.576,1.131,1216.67,,Cyclical Consumer Services,75
TheHourGlass,AGS,HRGS.SI,659.186,658.194,9.29,3.21,Retailers,71
Thomson Medical,A50,THOS.SI,2961.394,214.62,,,Healthcare Services,63
Tianjin ZX USD,T14,TIAN.SI,1889.486,1012.783,6.71,,Pharmaceuticals & Medical Research,65
TIH,T55,TIHL.SI,70.089,-1.422,,3.45,Collective Investments,55
Tiong Seng,BFI,TISE.SI,77.676,235.938,,2.96,Industrial & Commercial Services,63
Tiong Woon,BQM,TION.SI,106.828,100.945,53.18,0.65,Industrial Goods,47
TLV,42L,TLVH.SI,38.454,,,,Retailers,76
Top Global,BHO,TPGB.SI,123.93,40.683,,,Real Estate,66
Top Glove,BVA,TPGC.KL,45708.719,14922.365,6.63,9.01,Healthcare Services,
Tosei,S2D,8923.T,55353.48,65572.789,17.26,1.67,Real Estate,
Transit Concrete,570,TMCL.SI,9.047,6.51,,,Mineral Resources,56
Travelite,BCZ,TRHL.SI,7.447,28.288,,,Retailers,56
Trek 2000 Intl,5AB,TRKL.SI,45.697,,,,Technology Equipment,42
Trendlines,42T,THET.SI,83.069,5.129,,,Banking & Investment Services,74
TrickleStar,CYW,TRIC.SI,28.374,17.145,29.75,1.75,Industrial Goods,57
Tritech,5G9,TTGL.SI,17.368,5.942,,,Industrial & Commercial Services,78
Triyards,RC5,TRIY.SI,26.886,155.045,,,Energy - Fossil Fuels,46
TSH,KUH,TSHC.SI,5.633,,,,Cyclical Consumer Services,
TT Intl,T09,TINL.SI,14.299,44.397,,,Retailers,37
TTJ,K1Q,TTJH.SI,51.8,58.464,,2.7,Industrial & Commercial Services,60
Tuan Sing,T24,TSHS.SI,443.723,196.817,7.45,1.62,Real Estate,106
Tung Lok Rest,540,TGLK.SI,39.788,62.494,,,Cyclical Consumer Services,63
Tye Soon,BFU,TYES.SI,24.871,,,,Automobiles & Auto Parts,66
UGHealthcare,8K7,UGHE.SI,385.162,250.448,5.59,0.38,Healthcare Services,
UIC,U06,UICS.SI,4025.795,671.125,44.61,1.25,Real Estate,54
UMS,558,UMSH.SI,734.909,164.438,20.04,2.55,Technology Equipment,66
Uni-Asia Grp,CHJ,UAFC.SI,47.942,61.297,,1.64,Real Estate,71
Union Gas,1F2,UNIO.SI,185.433,86.19,13.38,2.53,Utilities,72
Union Steel,BLA,UNIS.SI,17.72,60.114,,,Mineral Resources,73
United Food,AZR,UTDF.SI,3.947,3.667,,,Food & Beverages,34
United Global,43P,UNIT.SI,129.637,0.233,29.98,2.44,Energy - Fossil Fuels,88
Universal Res,BGO,UNIV.SI,4.012,0.01,,,Energy - Fossil Fuels,41
UnUsUaL,1D1,UNUS.SI,204.807,29.083,,,Cyclical Consumer Services,57
UOA,EH5,UOS.AX,375.376,396.508,11.89,2.56,Real Estate,
UOB,U11,UOBH.SI,44017.563,,,2.98,Banking & Investment Services,113
UOB Kay Hian,U10,UOKH.SI,1439.582,587.593,8.95,5.52,Banking & Investment Services,52
UOI,U13,UOIS.SI,438.481,55.342,18.19,2.37,Insurance,90
UOL,U14,UTOS.SI,6626.014,1977.148,505.8,1.91,Real Estate,86
USP Group,BRS,USPG.SI,4.364,30.002,,,Energy - Fossil Fuels,27
UtdHampshReitUSD,ODBU,UNIE.SI,333.227,,,7.18,Real Estate,
V2Y Corp,V2Y,V2YC.SI,18.354,,,,Software & IT Services,70
Vallianz,WPC,VHLD.SI,26.847,224.298,,,Transportation,68
ValueMax,T6I,VAMG.SI,221.2,276.113,6.36,4.74,Banking & Investment Services,56
Valuetronics,BN2,VLUE.SI,276.466,357.493,9.67,5.21,Technology Equipment,70
Venture,V03,VENM.SI,5941.739,3012.894,19.94,3.68,Technology Equipment,94
Versalink,40N,VERS.SI,12.551,12.424,,,Industrial & Commercial Services,65
